id	content_type	sentence
19391	other	ilo noka pi tomo tawa telo li poki nasa e len alasa.
19392	other	mi lon tomo.
19393	other	anu seme?
19394	other	sike ni pi palisa luka li awen ala suno.
19395	other	ona li jo e tomo lon ma tomo Tokijo.
19396	other	ilo li moli ala e jan. jan li moli e jan.
19397	other	ilo li moli ala e jan. jan li moli e jan.
19398	other	ni li pan pi ma Kanse.
19399	other	o kama pakala!
19400	other	o kama pakala!
19401	other	mi toki ala lon toki Wensa.
19402	other	tenpo suno pini la mi en jan Ton li musi.
19403	other	sina jo e lipu wawa pi jan lawa pi tomo tawa anu seme?
19404	other	ona li kama sin la o awen lon ni.
19405	other	tomo tawa kulupu li pana e mi mute lon ma tomo tan ma pi tomo tawa kon.
19406	other	o lawa pona e tomo tawa.
19407	other	sina sona ala sona e ni: tomo ona li lon seme?
19408	other	pilin mi la ona li ike sijelo.
19409	other	ona mute li telo e luka.
19410	other	tomo sina li lon seme?
19411	other	ona li jo e mani lili. taso ona li pilin pona.
19412	other	kon li lete ala.
19413	other	sina toki ala toki kepeken toki Italija?
19414	other	ma Netelan li ma lili.
19415	other	tenpo ni la mi ken tawa ala tawa?
19416	other	mi pilin e ni: mi sona e ni.
19417	other	linja lawa ona li suli li pona lukin mute.
19418	other	ona li telo e tomo tawa.
19419	other	tomo mi li tomo sina.
19420	other	ma tomo lawa pi ma Palata li ma tomo Nowateli.
19421	other	telo li pona.
19422	other	mi pana ala e sin tawa ni.
19423	other	ijo li kama lon tenpo pini, la ona li kama lon tenpo kama lon tenpo sin.
19424	other	mi wile ala pali.
19425	other	lipu sona ni li sina ala li mi.
19426	other	meli ni li pana e ilo tenpo tawa mi.
19427	other	telo sewi li kama anpa.
19428	other	tenpo pini la telo sewi mute li kama anpa.
19429	other	sina toki ala toki kepeken toki Italija?
19430	other	nasin sewi li lon tawa jan nasin li lon ala tawa jan sona li pona kepeken tawa jan lawa.
19431	other	ma tomo Kiju li ma tomo lawa pi ma Ukawina.
19432	other	ni li suli ala tawa mi!
19433	other	jan li toki kepeken toki seme lon ma sina?
19434	other	o pana ala lon toki ante kepeken ilo sona!
19435	other	mi kama lon tomo la mi wile weka e len noka.
19436	other	mi pana e sona ni tawa ona: ni li seme.
19437	other	ona li pini e lukin.
19438	other	o pini toki!
19439	other	ona li pilin e ni: mi jan sona sijelo.
19440	other	nimi mi li Enwi.
19441	other	mi pilin ike tan ike sijelo sina.
19442	other	mi pilin ike.
19443	other	toki! tenpo suno kama pona!
19444	other	mije lili li wile moku e telo.
19445	other	lawa ona li jo e len lawa.
19446	other	lawa ma en utala li lon kulupu seme?
19447	other	utala suli li pona anu ike tawa sina?
19448	other	jan lili mute li lon ma kasi.
19449	other	mi tawa.
19450	other	mi jo e ilo lukin pimeja.
19451	other	lawa pona li lon sijelo pona.
19452	other	jan lili li pakala e lupa suno.
19453	other	o pini e lupa tomo.
19454	other	ona li sitelen e lipu toki kepeken toki Inli anu seme?
19455	other	mi lukin e ona lon tenpo suno pini.
19456	other	jan li kepeken toki seme lon ma Mewika?
19457	other	ilo tawa ni li ijo mi.
19458	other	sina toki ala toki lon toki Tosi?
19459	other	len lawa seme li ijo sina?
19460	other	ilo lawa pi sitelen tawa li lon noka supa.
19461	other	mi kama nanpa e ijo luka luka.
19462	other	soweli ni li pona tawa mi.
19463	other	mi wile moku e telo.
19464	other	sina wile ala wile toki e ijo?
19465	other	tenpo ni la mi pilin pona.
19466	other	ona li sona mute.
19467	other	mi nanpa tawa nanpa luka luka.
19468	other	sina tan pi pakala ni.
19469	other	tenpo pi mute lili la ona li kama lon tenpo ike.
19470	other	nimi sina li seme?
19471	other	ona li kulupu e palisa lili pi kasi suli.
19472	other	poki Sitelo li jo e lupa lon ni.
19473	other	ona li pana e sona pi toki Inli tawa jan pona ona.
19474	other	mi pilin ala e ni: ona li kama lon tenpo kama.
19475	other	jan pakala li ken moli.
19476	other	mi jo e tomo ni.
19477	other	ona li open e tomo poki.
19478	other	ona li pali e lupa.
19479	other	mi wile esun e ilo sitelen tawa ona.
19480	other	mi lukin taso.
19481	other	mi lukin taso.
19482	other	ona li kama lon insa pi telo linja.
19483	other	tomo mi li lon ma tomo Milano.
19484	other	tenpo pini la ona li sona ala e ni.
19485	other	o kama pakala!
19486	other	mi pana e nimi Tama tawa soweli lili ni.
19487	other	mi kama sona e toki ante tu.
19488	other	mi ken kalama musi pona.
19489	other	monsi ona li anpa lon supa.
19490	other	sina wile e ni la sina ken kepeken tomo tawa mi.
19491	other	tomo ona li lon ma tomo lili.
19492	other	tenpo kama lili la mi kama sin.
19493	other	o pakala ala e soweli tomo a!
19494	other	tenpo kama la jan Jumi li pana e sona.
19495	other	mi wile kama sona e toki Iwisi.
19496	other	tomo pi meli ni li lon seme?
19497	other	mi jan Anteja.
19498	other	jan ni li jan seme?
19499	other	tenpo ni la sina awen lon seme?
19500	other	sina wile e seme?
19501	other	ike li lon la o lawa e ike tawa pona.
19502	other	soweli tomo li alasa e soweli lili.
19503	other	ona li ken kepeken pi pona mute e toki Inli la mi pana e pali tawa ona.
19504	other	sina jan pona pi jan Ton anu seme?
19505	other	tenpo ni la, ona li tenpo pi kama lete.
19506	other	ma Mesiko la jan li toki lon toki seme?
19507	other	jan li wile ante e ni.
19508	other	jan li wile ante e ni.
19509	other	sina ken ala moku e kala ni.
19510	other	o pana e ilo utala lon supa.
19511	other	ona li wile toki lon toki Inli.
19512	other	jan Pesi li moli e jan mute.
19513	other	nasin ni li ijo pi nasin sewi ona.
19514	other	meli li sewi e poki suli kepeken luka wan.
19515	other	sina wile kama lon tomo la o kalama.
19516	other	tenpo pini la, ona li sona e ni kepeken pilin sewi.
19517	other	"""sina wile e seme?"" ""mi wile e soweli."""
19518	other	ona li jo e mije sama pi tu wan.
19519	other	tomo mi li lon ma tomo Milano.
19520	other	tomo mi li lon ma tomo Milano.
19521	other	toki ala li toki e ni: wile!
19522	other	o luka ala e kasi kule.
19523	other	o weka e ni tan lawa sina.
19524	other	tenpo kama lili la ona li kama.
19525	other	mi wile kepeken e toki Inli anu seme?
19526	other	pona la sina pana e moku tawa soweli tomo lon tenpo suno ale.
19527	other	kalama musi li ike tawa mama mije mi.
19528	other	kule luka tu li lon sike kule sewi.
19529	other	jan lawa li lon seme?
19530	other	tenpo suno ali la mi lon tomo pi jan sewi.
19531	other	sina wile e lon pi tenpo suli, la o moku ala e kon seli pi kasi wawa.
19532	other	sitelen ni li lukin e seme?
19533	other	ona li pana e mani tawa mi la mi kama pali e ni.
19534	other	ona li kama pilin utala.
19535	other	ni li nasin pi mani sama.
19536	other	ni li nasin pi mani sama.
19537	other	"tenpo ala la o toki ""tenpo ala""!"
19538	other	jan sewi li pali e ali.
19539	other	soweli li moli.
19540	other	mi pana e jaki la mi pana e telo loje.
19541	other	jan sewi li pali e ali.
19542	other	ni li nasa.
19543	other	sina jan seme?
19544	other	ona li tawa telo suli kepeken soweli tawa.
19545	other	tenpo mute la mama mije mi li moku lon tomo moku ni.
19546	other	toki Alapi li pona tawa mi.
19547	other	mi awen ala sona e tenpo pi nanpa pini ni: mi tawa sewi pi kasi suli.
19548	other	toki!
19549	other	ona li ken ala.
19550	other	lipu ni li ijo pi jan sama mi.
19551	other	mi ken ala ken lukin e ni?
19552	other	toki Inli li toki mi nanpa wan.
19553	other	tomo lawa pi ma tomo li lon seme?
19554	other	mi ken tawa musi lon ni anu seme?
19555	other	soweli li moli.
19556	other	mi kama sona e toki pi tenpo pini. ni li pona tawa mi.
19557	other	jan li pana e lili tawa jan akesi la taso jan akesi li wile jo e ale.
19558	other	mije ni li jan sama mi, li lili. mi suli.
19559	other	mi lukin jo e ilo sitelen mi.
19560	other	tenpo suli pini la ona mije li sitelen ala e lipu tawa ona mute.
19561	other	soweli li moli.
19562	other	o kute a.
19563	other	ona li ken toki kepeken toki Kanse.
19564	other	sina wile e ni tawa seme?
19565	other	sina sama jan nasa tan ni: sina toki e wile ala tawa wile pana.
19566	other	sina sona ala sona kepeken ilo sona?
19567	other	mi ken ala pali e pini anu tawa sama mi: mi wile ala wile jan pi kulupu sama.
19568	other	mi wile e ni: sina toki kepeken toki Epanja.
19569	other	sitelen tawa ni li pona tawa mi.
19570	other	o kute wawa e toki mi.
19571	other	toki! jan Okawa li toki.
19572	other	suwi li suwi pi mute pona anu seme? ona li pilin uta e ona tan ni: ona li wile sona e ni.
19573	other	nanpa pi ilo toki mi li 789.
19574	other	mi jan tawa pi tenpo musi.
19575	other	mi wile ala e ni: jan li kepeken e mi.
19576	other	wile mi la jan li kepeken ala e mi.
19577	other	olin li seme?
19578	other	mije lili li weka e len pi ona sama.
19579	other	lipu li ijo sina.
19580	other	sina tan ala tan ma Nijon?
19581	other	tenpo pini poka la mama ona li kama moli lon tomo pi pona sijelo.
19582	other	sina pilin pona anu seme?
19583	other	jan seme li jo e ilo kalama ni?
19584	other	lupa suno anu nasin?
19585	other	ala, mi sitelen ala e ona.
19586	other	len lawa ni li pona ala tawa mi.
19587	other	awen pona!
19588	other	mi ken ala ken tawa tomo telo?
19589	other	ken la ona li kama.
19590	other	tenpo pi mute seme la sina sike e suno?
19591	other	ijo Kinsasa li ma tomo lawa pi ma Konko.
19592	other	mi musi taso.
19593	other	ona li weka e len ona la ni li pona tawa lukin mi.
19594	other	ona li suli ala tawa mi.
19595	other	ma ale li jo e len ma ona.
19596	other	sina tawa anu seme?
19597	other	mi wile lukin e sitelen tawa.
19598	other	meli sama ona tu li pona lukin.
19599	other	toki pi ilo sona li pali musi ona.
19600	other	mi jo ala e mani.
19601	other	mi wile e sina, la o awen lon mi.
19602	other	mi pilin e ni: telo sewi li kama.
19603	other	mi tawa e sina tawa tomo.
19604	other	tenpo kama la mi tawa e sina lon tomo sina kepeken ilo tawa.
19605	other	mi lon ala lon nasin pona?
19606	other	toki ala li toki e ni: wile!
19607	other	jan pali pi ma ali o wan!
19608	other	jan pali pi ma ali o wan!
19609	other	mi kama jo e poki tu pi telo wawa.
19610	other	kon pona li lon sijelo pona.
19611	other	ken la ni li sitelen ni: utala li kama.
19612	other	linja lawa lili li pona tawa mi.
19613	other	lupa tomo li pini.
19614	other	ni li pona tawa mi.
19615	other	nasin seme la ni li ken kama?
19616	other	ken la ona li toki lon ala.
19617	other	mije sama pi mije ni li jan pi kama sona wawa mute.
19618	other	sona li wawa.
19619	other	ona li pana e tomo tawa lon esun.
19620	other	mi lukin kama jo e ilo open.
19621	other	tenpo ni la linja pi ilo toki li open ala. o awen lon linja.
19622	other	tenpo suno ni la mi pali.
19623	other	mi mute li pilin ike mute la telo li kama tan lukin pi mi mute.
19624	other	mi sike e jan Welonika kepeken luka la ni li pona tawa mi.
19625	other	sina pana e lipu tawa mi la ni li pona tawa mi.
19626	other	kasi en kiwen li lon telo la ni li kama: kasi li lon sewi telo. kiwen li lon anpa telo.
19627	other	tenpo ala la mi toki e ni lon tenpo pini!
19628	other	tomo mi li tomo sina.
19629	other	tenpo pini poka la mi kama sin.
19630	other	sina toki ala toki lon toki Tosi?
19631	other	ona mute li jan pi kalama musi uta.
19632	other	o kama pakala!
19633	other	toki! tenpo suno kama pona!
19634	other	toki! ni li mi li jan Nansi.
19635	other	mi wile ala tawa tomo sona.
19636	other	pali musi mi la mi alasa e ilo tenpo.
19637	other	jan pi nasin lawa li weka e lipu ken mi tan ni: mi ken ala lawa e tomo tawa.
19638	other	sina ken ala ken pana e len pi pana mani tawa mi?
19639	other	ona li kama wile e ijo suli.
19640	other	o weka e len noka sina.
19641	other	len pi sinpin lawa li tawa anpa.
19642	other	tenpo sama ni la mi wile pali e ni.
19643	other	ni li tomo ni: jan Se li lon e ona.
19644	other	kon pi sitelen ale li pakala, taso sitelen pi mute lili wan li ilo.
19645	other	ona li pana e sona.
19646	other	sama la tawa mi a la ona li ike.
19647	other	ni li olin ala olin?
19648	other	o kama pakala!
19649	other	soweli tomo li walo.
19650	other	jaki!
19651	other	tomo ona li lon ma tomo lili.
19652	other	sina pakala e mi la mi pakala e sina kin.
19653	other	soweli pi selo jan li sona.
19654	other	ona li lon ala weka ni.
19655	other	pimeja li kama.
19656	other	mi suli. sina lili.
19657	other	kalama li nasa pilin tawa mi.
19658	other	tenpo mute la seli pi lili mute li open e seli suli.
19659	other	mi linja nimi ala. jan o weka e mi tan ilo Tatowepa.
19660	other	o tawa wawa tawa tomo!
19661	other	mi pilin e ni: jan li ken.
19662	other	mi sona ala e ni.
19663	other	ona li moku.
19664	other	soweli tomo li walo.
19665	other	sina pali e seme lon ni?
19666	other	sina ken ala ken kepeken e ilo sona?
19667	other	ona li jan pi ma Inli.
19668	other	wan, tu, tu wan, tu tu, luka, luka wan, luka tu, luka tu wan, luka tu tu, luka luka.
19669	other	sina o weka e ilo moku tan supa.
19670	other	jan li toki e ni tawa mi: mi o sona wawa e pali musi ni lon pini pi sike esun.
19671	other	sina ken toki lon toki Inli la ni li pona pi mute ale.
19672	other	mi sona e nimi ona.
19673	other	mi wile e pona tan sina.
19674	other	tenpo lili la ona li open e lipu toki.
19675	other	tenpo kama lili la mi kama sin.
19676	other	mi sona ala e ni.
19677	other	ona li sona mute.
19678	other	mani li lawa e sike ma.
19679	other	toki Lijatuwa li toki pona.
19680	other	tomo mi li tomo sina.
19681	other	ona meli li anpa e monsi lon poka mi.
19682	other	jan sewi li pali e ali.
19683	other	jan li kepeken toki seme lon ma Mewika?
19684	other	jan li kepeken toki seme lon ma Mewika?
19685	other	pakala! mi ken ala pilin tan kalama!
19686	other	mi wile lape tan ni: mi tawa musi.
19687	other	sama la sina a o tawa.
19688	other	o pilin suwi.
19689	other	kulupu mama ni li sewi a!
19690	other	ni li ijo suli ala.
19691	other	o pini e uta soweli sina.
19692	other	sina pali e seme?
19693	other	sina ken toki e ni: sina wile. taso mi kepeken nasin mi.
19694	other	sitelen nimi pi ma Sonko li pona mute lukin.
19695	other	sina sona kepeken ilo sona anu seme?
19696	other	ni li tomo sona mi.
19697	other	ijo ala li monsuta tawa ona.
19698	other	mani li lawa ala e ni: jan li pilin pona mute.
19699	other	lon li suwi ala.
19700	other	palisa mije li ilo unpa sijelo mije.
19701	other	ni li pakala utala li kalama suli.
19702	other	jan poka mi li ike tawa mi.
19703	other	mi pilin lete.
19704	other	ala lili la pakala ni li moli e mi.
19705	other	pona.
19706	other	sina nasa.
19707	other	sina nasa.
19708	other	mi lukin e mama mama mi.
19709	other	ona li wawa mute.
19710	other	ale li jo e pini.
19711	other	kama pi tenpo lete li lon.
19712	other	sina pona mute kin tawa mi.
19713	other	o awen ala sona e ona.
19714	other	pipi pi ko suwi jelo li pali e ko suwi jelo.
19715	other	ona li jo e soweli tu.
19716	other	pona mute.
19717	other	soweli pi noka wawa li jo e kute suli.
19718	other	mi wile pilin e uta sina kepeken uta mi.
19719	other	mi wile pilin e uta sina kepeken uta mi.
19720	other	mi kama sona e toki Epelanto.
19721	other	o weka e meli ni lon sona sina.
19722	other	o weka e ona meli.
19723	other	sina jo ala jo e ilo toki?
19724	other	mi mute li kama lukin.
19725	other	o weka e pilin ike.
19726	other	tomo ona li lon ma tomo Jokowama.
19727	other	tenpo mute lili la mi kama sona e toki Epelanto.
19728	other	mi lukin ala e ona.
19729	other	mi ken ala kepeken supa monsi la sijelo mi li kama pakala.
19730	other	sina tawa weka tan tomo la o weka ala lon sona sina e ni: o pini e suno.
19731	other	o pona tawa mi.
19732	other	o pana e pona.
19733	other	nimi mi li Anki.
19734	other	tenpo kama la telo sewi mute li kama anpa.
19735	other	mi sama.
19736	other	sina tan ma seme?
19737	other	monsuta li lon ala.
19738	other	mi moku ala e telo nasa.
19739	other	sina sona ala sona e ni: tomo ona li lon seme?
19740	other	mi kama sona e toki Epelanto.
19741	other	mun pi suno ale anu pimeja ale li lon?
19742	other	mi jo e tenpo lili taso.
19743	other	soweli mi pi selo jan li kama weka.
19744	other	sama la ona a li kama anu seme?
19745	other	moku pi tomo moku ni li mani pi mute ike tawa mi.
19746	other	ale li pona.
19747	other	mi lukin e ijo ala.
19748	other	jan Iloko taso li lon.
19749	other	toki.
19750	other	toki ala li toki e ni: wile!
19751	other	ona li jo e kasi kule lon lupa ona.
19752	other	mi toki e ni tawa sina taso: jan Ton li toki e ken pali ni: ona li pona lili tawa mi.
19753	other	mi toki tawa sina la o pona kepeken noka sina.
19754	other	alasa kala li pona tawa ona.
19755	other	kon walo pimeja li lon sewi, la telo sewi li kama.
19756	other	ni li ma Nijon.
19757	other	tawa lukin la ni li pona sona.
19758	other	ona li jo e mani mute.
19759	other	mi wile tawa ni.
19760	other	pali musi pi mama mije mi li alasa e kala.
19761	other	toki mama mi li toki Nijon.
19762	other	sina pilin sama ala sama?
19763	other	tomo musi Tokijo Tomu li jo e nanpa seme pi ilo toki?
19764	other	nanpa pi ilo toki li seme?
19765	other	tenpo seme la sina lukin e ona?
19766	other	ken la ona li kama ala lon tomo tawa linja lon tenpo pona.
19767	other	nasin pali pi mi en sina li ante.
19768	other	mi sama.
19769	other	ni li ali.
19770	other	soweli li awen lon ma kasi.
19771	other	weka sina li ike tawa mi.
19772	other	tenpo mute la mije sama mi li awen lape ala lon tenpo pimeja ale.
19773	other	o awen pali lon weka mi.
19774	other	sina jo e jan sama mute anu seme?
19775	other	ona mije li lape ala lape?
19776	other	ona li lape ala lape?
19777	other	ona li lape ala lape?
19778	other	sina wile e ni la sina ken kepeken supa sitelen mi.
19779	other	tenpo mute la mi jo e sitelen ike lape.
19780	other	kon pi ijo ni li seme?
19781	other	sina ken ala tawa insa.
19782	other	sina tawa insa lon nasin la o lukin.
19783	other	jan pi pana lipu li lon ala lon ni?
19784	other	ma tomo Tokijo li ma tomo suli.
19785	other	o pona nasin tawa sina!
19786	other	jan ale li mu pi pilin musi.
19787	other	mi wile pilin e uta sina kepeken uta mi.
19788	other	o tenpo lili mute.
19789	other	mi lon nasin nasa.
19790	other	palisa mije li ilo unpa sijelo mije.
19791	other	tenpo ni la mi pilin pona.
19792	other	pini li pona la ali li pona.
19793	other	mi wile pali lon tomo unpa.
19794	other	mi mute li wile lape.
19795	other	ona li toki insa e ni: ken la ona li pana e tomo ona lon esun.
19796	other	jan San li awen lon seme?
19797	other	insa mi li pilin pakala.
19798	other	ona li pakala e lupa suno kepeken kiwen.
19799	other	ijo alasa li weka la jan alasa li weka kin.
19800	other	sina sona ala sona e ni: tomo ona li lon seme?
19801	other	tenpo mute la telo lili li awen tawa anpa tawa kiwen, la ona li lupa e ona.
19802	other	jan lawa li lon seme?
19803	other	tenpo pimeja la mi tawa. ni li pona tawa mi.
19804	other	mi sama.
19805	other	ike li awen tawa nasin esun. ona li kama awen ala lon tenpo kama poka anu seme?
19806	other	o tawa weka.
19807	other	jan anpa li wile e mani la tenpo ale la mi pana e mani lili tawa ona.
19808	other	tenpo ni li tenpo mi anu seme?
19809	other	ni o awen sona len mi.
19810	other	o tawa weka!
19811	other	o musi e sina!
19812	other	ona mije li wawa.
19813	other	jan Ton li jan pona mi.
19814	other	sina jan.
19815	other	tenpo suno pini la telo li kama tan sewi.
19816	other	o kama wile e jan wan.
19817	other	ona li sona mute.
19818	other	tenpo kama la jan Sane li kalama musi uta anu seme?
19819	other	o tawa ala!
19820	other	mi mu pi pilin musi.
19821	other	o lukin lon tenpo mute. o pali lon tenpo wan.
19822	other	o lukin lon tenpo mute. o pali lon tenpo wan.
19823	other	jan ale li pilin e ni: ijo li pona tawa ona sama.
19824	other	kili li mute seme?
19825	other	wan telo li kama tawa wan telo la ni li kama tawa telo suli.
19826	other	soweli mani li ken pana e pakala lon sinpin. soweli tawa li ken pana e pakala lon monsi. jan nasa li ken pana e pakala lon poka ale.
19827	other	jan pona pi jan pona li jan pona kin.
19828	other	sina pali e seme?
19829	other	ni li ken ala.
19830	other	ma Mewika li suli mute.
19831	other	ma Amelika li suli mute.
19832	other	ma Mewika li suli mute.
19833	other	mi mute li kama.
19834	other	mi mute li lawa e pali tawa pona.
19835	other	lipu seme li ijo sina?
19836	other	lipu pi ijo sin li lon seme?
19837	other	jan li ken ala moku e telo.
19838	other	nimi mi li Jatalo.
19839	other	ilo kon pi kalama musi li ilo pi kalama musi.
19840	other	o pana e ona tawa lukin mi.
19841	other	nimi mi li Jatalo.
19842	other	o...
19843	other	ijo ala li monsuta tawa ona.
19844	other	seme li kama tawa ona?
19845	other	sina pona tawa mi.
19846	other	mi wile lukin sin e sina.
19847	other	ike a!
19848	other	lon.
19849	other	mi wile lukin sin e sina.
19850	other	tenpo pini la mi sona ala e ni: sina kama.
19851	other	sina ken ala ken pali e ni? mi pilin e ni: sina ken.
19852	other	tenpo suno kama li tenpo suno Mun.
19853	other	ona li pana e telo nasa wawa lon esun.
19854	other	jan ni taso li pali ala. jan ni li pali ala e ike.
19855	other	ala li insa lon poki la poki li kalama wawa pi mute ale.
19856	other	jan seme li kama?
19857	other	ale anu ala.
19858	other	mi jo e soweli tomo pimeja e soweli tomo walo.
19859	other	ken la ona li kama.
19860	other	tenpo suno ni li musi.
19861	other	sina pakala e mi kepeken uta la mi pakala e sina kin kepeken uta.
19862	other	ilo tenpo luka mi li lon seme?
19863	other	wile sina li seme?
19864	other	o tawa weka.
19865	other	tan ni: tenpo suno pini la lete li lon, mi awen lon tomo.
19866	other	ala. ona li jan olin sin mi ala.
19867	other	sina toki ala toki lon toki Sonko?
19868	other	sina wile pana e seme tawa lukin?
19869	other	tomo mi li lon ma Nijon.
19870	other	tomo mi li lon poka pi ijo ni.
19871	other	ali li pona.
19872	other	sina pali e seme?
19873	other	sina ken ala ken pana e pona tawa mi?
19874	other	tenpo ni la sina jo e tomo lon seme?
19875	other	epiku!
19876	other	lon!
19877	other	lon!
19878	other	o sitelen e nimi sina kepeken wan nimi suli.
19879	other	sina pana e mani la mi pilin pona.
19880	other	pona mute!
19881	other	pona mute!
19882	other	mi wile ala wile ante e nasin pi moku lili?
19883	other	tenpo pini la mi sona ala e ni: tenpo li pini ala tan seme. ni li tan ni: ni la jan li ken kama sona e toki Tosi.
19884	other	nimi mi li San.
19885	other	ona mije li kama nasa.
19886	other	telo sewi li pona tawa sina anu seme?
19887	other	lipu seme li ijo sina?
19888	other	mi wile lukin e jan Anti. sina sona ala sona e ni: ona li lon seme?
19889	other	sina jan Mewika anu jan Kanse?
19890	other	sina jan Mewika anu jan Kanse?
19891	other	sina jan Mewika anu jan Kanse?
19892	other	ona li moku.
19893	other	nimi mi li Enwi.
19894	other	jan li kama sona e toki Epelanto, la ni li pona sona mute tawa ona.
19895	other	toki Inli li toki pona ala.
19896	other	nimi mi li Enwi.
19897	other	ona li toki ike lon kalama.
19898	other	o lape suwi.
19899	other	ilo tenpo mi li pini pali.
19900	other	ona li toki suli e ni tawa mi: ona li kepeken ala kon nasa.
19901	other	sina wile toki e seme?
19902	other	sina ken ala e ni: sina tawa weka tan tomo.
19903	other	kepeken nimi seme?
19904	other	jan ali o, toki!
19905	other	ona li tawa lon telo tawa li tawa poka ante.
19906	other	ona li kama jo e tomo ante lon poka pi tomo mi.
19907	other	sina sona ala sona e mije sama pi mije ni?
19908	other	pan suwi sina li pona tawa uta.
19909	other	soweli tomo li mu.
19910	other	nasin ante li pona tawa jan ante.
19911	other	tenpo kama poka la suno li kama anpa.
19912	other	mi o kepeken tomo tawa pi esun mani.
19913	other	mi wile mute pana e pona tawa ona.
19914	other	lukin pi waso wawa li lukin pi pona mute.
19915	other	nena sinpin pi soweli tomo ni li wawa.
19916	other	suwi ale li kama lon anpa.
19917	other	ni li seme pi tenpo kama mi?
19918	other	sina jan Sonko anu jan Nijon?
19919	other	sina jan Sonko anu jan Nijon?
19920	other	lipu ni li ijo pi jan seme?
19921	other	o open e noka tu sina.
19922	other	"supa nena pi ma Suwasi li jo ala e sitelen ""ß""."
19923	other	nasin seme la ni li kama?
19924	other	mi wile moku e ijo telo.
19925	other	mi kama lon tomo mi la mi lukin e ni: mani mi li weka.
19926	other	mi jan seme?
19927	other	monsuta li lon anpa pi supa lape mi.
19928	other	mi wile e ni: ni li kama.
19929	other	ona li jo e mani mute. taso ona li kepeken ala len pi mani mute.
19930	other	tenpo ale la ona li toki ike tan ni: ona li jo ala e tenpo.
19931	other	sina toki e ni la ni li nasa.
19932	other	ken la telo li kama tan sewi.
19933	other	mi jan Su.
19934	other	mi jan Asimoto.
19935	other	tomo pi lipu sona li lon seme?
19936	other	kiwen sewi li kama anpa.
19937	other	o sitelen e nimi sina kepeken wan nimi suli.
19938	other	nasin ala.
19939	other	lon.
19940	other	sina toki ala toki kepeken toki Italija?
19941	other	sina toki ala toki kepeken toki Italija?
19942	other	sina toki ala toki kepeken toki Italija?
19943	other	sina toki ala toki kepeken toki Italija?
19944	other	sina sona ala sona toki pi toki Iwisi?
19945	other	mi wile toki kepeken toki Inli anu seme?
19946	other	mi jo e ali pi lipu ni.
19947	other	nimi nanpa wan sina li seme?
19948	other	mi wile tawa ni.
19949	other	jan sewi li pali e ali.
19950	other	nasin nanpa li ike pali tawa mi.
19951	other	mi tawa lon poka sina.
19952	other	jan Mata li kalama pi pona mute e ilo nena pi kalama musi.
19953	other	pali pi mi mute li kama ala pona.
19954	other	sina ken la o kama jo e mi kepeken luka.
19955	other	mi sona ala e ni: ona li sona e ona anu seme.
19956	other	jan Ken li soweli walo.
19957	other	o lukin e tomo tawa sin mi.
19958	other	sina toki ala toki lon toki Tosi?
19959	other	telo pi kasi seli anu telo pimeja la seme li pona tawa sina mute?
19960	other	nasin seme la mi tawa tomo pi tomo tawa linja?
19961	other	mi wile lukin e sina.
19962	other	ken ni li pona tawa mi: sijelo sina li kama pona ale.
19963	other	pilin uta la ona li suwi.
19964	other	tenpo suno pona! jan So Kaliten li lon ni. mi ken ala ken toki tawa jan Mika?
19965	other	o toki e ni tawa ona: ona o awen.
19966	other	o pona mute tan ni.
19967	other	mi pilin la ni li lon.
19968	other	pali pi kama sona li pini ike.
19969	other	ona li sona mute.
19970	other	tenpo mute la mi kute e toki musi la tenpo ni la mi ken toki e toki musi. mi wile ala lukin e sitelen pi toki musi.
19971	other	moku seme la ona li pona mute ale tawa sina?
19972	other	tenpo tu wan pi sike mun la tomo mi li pini.
19973	other	ona li anpa e jan ante lon musi utala.
19974	other	sina o kama jo e lipu ni lon esun.
19975	other	tenpo kama la sina wile e ni: sina lukin ala e ona lon tenpo ale.
19976	other	mi wile pana e ona tawa lukin sina.
19977	other	jan mute li lon ma laso kulupu.
19978	other	tan ni la mi kama lon ni.
19979	other	tenpo kama poka la ona li kama.
19980	other	o kama sona.
19981	other	mi wile tawa ma ante.
19982	other	mije li lon seme?
19983	other	mi kama sin.
19984	other	ona li wile ike tawa sina.
19985	other	sina ken tawa tomo lon tenpo ni.
19986	other	ike a!
19987	other	len pi ilo sona li seme?
19988	other	mi kute e kalama musi.
19989	other	"nimi len li ""Muwikija""."
19990	other	ona li kama sona e sona soweli. ni li pona tawa ona.
19991	other	sina kama nasin seme? mi kama kepeken noka mi.
19992	other	jan sewi li pali e ali.
19993	other	mi mute li kama sona e toki Epanja.
19994	other	mi o pali e ni.
19995	other	o pilin e uta mi kepeken uta sina.
19996	other	o pilin e uta mi kepeken uta sina.
19997	other	o pilin e uta mi kepeken uta sina.
19998	other	jan Tewi Peken li jan Inli.
19999	other	sina jo e noka sina tawa seme?
20000	other	mi wile mute sona e toki Kanse.
20001	other	mi ken ala kama sona tan ni: mi pilin lape.
20002	other	ona li toki e ni tawa mi: mi wile lukin jo e tomo pali.
20003	other	suno li pona tawa mi.
20004	other	mi olin e suno.
20005	other	kasi kule en kasi suli li wile e kon sin e telo sin.
20006	other	sina jan seme?
20007	other	jan li kama pakala la ona li pakala e jan.
20008	other	jan Ton li kama mije pi meli pi sike suno mute.
20009	other	ona li kama moli.
